id,country,Year
t0lj2k4mcy,NDF,2014
9vtdcygpk6,NDF,2014
xgncrwkh8e,US,2014
r8zzrtvdaw,NDF,2014
so8mep5e59,US,2014
qut8s51p5k,NDF,2014
5zzydvrt6x,NDF,2014
bu5np8bxqx,US,2014
mezvn9fr1g,NDF,2014
tiyenwjmk4,NDF,2014
glcz18tqs2,NDF,2014
qncvchtom0,US,2014
4j9qtd9lox,US,2014
taxq84ok4o,NDF,2014
lkzjn2epl8,NDF,2014
w6qw82dcd4,US,2014
up11emtafh,NDF,2014
g9jh5xhzef,US,2014
94r4tnuglp,US,2014
xnj17ih33y,NDF,2014
6vq4kx8ogj,NDF,2014
9h1xr09c7f,NDF,2014
8q3dvhoyju,NDF,2014
ehroyvlmls,US,2014
88rpufkth4,NDF,2014
gxjl6zxwgh,NDF,2014
um2hqlzeh8,NDF,2014
0f9n7wbum8,NDF,2014
bm9saf3lnj,US,2014
uzpvzt0tvc,NDF,2014
y9a9w1zdrl,NDF,2014
hecqj5m4m5,NDF,2014
t8ke6yshmt,NDF,2014
fu4bkfziza,NDF,2014
zpnebp9g7f,US,2014
tx4y6yomm7,NDF,2014
7rnn241z1d,NDF,2014
i6e87aufkx,NDF,2014
djrfbtw115,NDF,2014
kkbvqv9s1s,NDF,2014
mnmocw9lnj,US,2014
yxcjru9dq3,NDF,2014
pjhodz4zc7,NDF,2014
2dkpmuht3m,NDF,2014
r5hastizqz,US,2014
ascj5x5d32,NDF,2014
iljpfcy9va,US,2014
kdgrq9e2n6,US,2014
tlrdic9gp4,NDF,2014
98mbv2q9aq,NDF,2014
9v7e8kubgo,NDF,2014
xrmdys5fgy,NDF,2014
lx4az7t2r9,NDF,2014
beme3doz4t,NDF,2014
uploi1hj9s,NDF,2014
5qcxy61zrr,US,2014
cfn8nbgq31,US,2014
wyzxz2tpsu,NDF,2014
p125kmlrpx,US,2014
xta2l7n56j,NDF,2014
wvas51a9qm,NDF,2014
zxnt35k6a2,NDF,2014
e74odv61rx,NDF,2014
x3ukc916ga,US,2014
2li9wj6orw,US,2014
1hsr4dp5w8,NDF,2014
fo36dkl4kx,NDF,2014
po02vs5hks,NDF,2014
mq9nz750jz,NDF,2014
kad9uyzqqx,US,2014
msaru3a2me,NDF,2014
5bb0klwahw,NDF,2014
m566d0hi1x,NDF,2014
zhg11r1vvq,US,2014
2z5hptzt84,NDF,2014
ebjjn7ymo2,NDF,2014
y04u8muoq3,NDF,2014
hupct170mc,NDF,2014
dppz01r1z5,NDF,2014
k450ie7kh5,NDF,2014
w6iqlltpik,NDF,2014
jkzzrx4es4,NDF,2014
pzcev9s7wq,US,2014
kxbwigmy1j,NDF,2014
jxjk7q7z1m,NDF,2014
tas0hrgqw6,NDF,2014
umjjucd5dd,NDF,2014
n13jlskf3m,NDF,2014
g1pg3mql9b,NDF,2014
d9ghmv67vi,NDF,2014
9823gcnhj9,US,2014
8vzol356g1,NDF,2014
mxn8j55cz6,NDF,2014
w3hna93wcx,NDF,2014
r8l8r6u0zy,NDF,2014
0xi4zk1oqr,NDF,2014
0uaw9h9btm,US,2014
9a7uivj1c6,NDF,2014
tbnsmr9il1,US,2014
koqjshyc48,US,2014
o2ax5480vf,US,2014
eowmy8ikaf,NDF,2014
kr4l6891eg,NDF,2014
arbadaw0mz,NDF,2014
va3rxmbb27,US,2014
ta015ccwxd,US,2014
pgco5y1f7r,NDF,2014
o2tp3qla9c,NDF,2014
hwnvlouwqo,NDF,2014
d8dm8o7vq1,NDF,2014
8u335nkmcj,US,2014
nvxmb4ttfq,NDF,2014
h067ppdcqf,US,2014
hztoxq15b3,US,2014
62tsqfrwkj,NDF,2014
u6sp4a08tn,NDF,2014
hvwvtimk0t,NDF,2014
cqbs2dwqvs,US,2014
vzl7qea3u9,US,2014
d2emyyli89,NDF,2014
apxsui3c79,NDF,2014
r5zsp818n5,US,2014
gvht1p2tmg,NDF,2014
0ysq5mcxwh,NDF,2014
orsiqktei5,NDF,2014
4qhenadg4m,NDF,2014
33r2bh9u5n,NDF,2014
so7szfnd9r,NDF,2014
ahx3blbmh8,US,2014
fc1eab8t0m,NDF,2014
8e06d089dx,NDF,2014
q79drx5n26,NDF,2014
vxsflqupc3,US,2014
vn071tqnvn,NDF,2014
sh9sqpp60z,NDF,2014
mpls2jkuf6,NDF,2014
j1o1z5bhks,NDF,2014
npqn4bwkh2,NDF,2014
mv9l5f7ezq,US,2014
72ikfl4kn8,NDF,2014
hyua0b8no9,NDF,2014
2xv2kfnnht,NDF,2014
z68ej6ojoz,NDF,2014
4zkm1amxio,NDF,2014
ncojl8dsdj,NDF,2014
tamxvqdhy7,NDF,2014
ktowo98lej,NDF,2014
j2vgql4rk9,NDF,2014
79ah1hpgl5,US,2014
qq3j6g1uno,US,2014
6vvt94j8qk,US,2014
tpuub8d2s3,NDF,2014
aa3qmhicui,US,2014
r7okf5hfx8,NDF,2014
zr9hv9keu7,NDF,2014
27b6p1id82,US,2014
bz6wyxhcd7,NDF,2014
e043smmez0,NDF,2014
bbgkzz7400,NDF,2014
jdlhs7cz4v,NDF,2014
s3lefq33yb,NDF,2014
79vwk4652q,NDF,2014
1lyute4nlz,NDF,2014
54fjdml43v,US,2014
edlgxl27zy,US,2014
2dbpt8xcro,US,2014
at3gtxpnm2,NDF,2014
skdxbo7t9u,NDF,2014
6smfjp50y4,NDF,2014
6k947ojqzd,NDF,2014
boqde0l1jf,NDF,2014
el4w5ze6zb,US,2014
9w329adayv,US,2014
hcsef6vvo7,NDF,2014
ej61lfqdix,NDF,2014
270ah6gm73,NDF,2014
s1gez3uyc7,US,2014
m8vtrbestb,NDF,2014
e89t0g25iz,NDF,2014
ooowpz79w5,NDF,2014
ne5vygu4v3,US,2014
mqrjwpnsrc,NDF,2014
np81ub37ct,NDF,2014
3tywpfx1c4,US,2014
03dhyin1wr,NDF,2014
dmsd0uxjha,other,2014
sdoiaki5xo,US,2014
ydb4tz5cen,NDF,2014
jprsr28gul,NDF,2014
cl55tkd2ea,NDF,2014
7jwruo69rg,US,2014
xs4hjs4snh,NDF,2014
e04ctfjeyo,US,2014
5m3hxy3jyt,US,2014
4veczycuxf,NDF,2014
8dclm10wvc,US,2014
ew4ju0nfah,NDF,2014
bm7qtpwpbb,NDF,2014
doyzsrdton,NDF,2014
ra7sqrec7l,NDF,2014
sha80h5gi8,NDF,2014
fb8g871vrs,US,2014
xqo65f4qdy,NDF,2014
vusaf7hi49,US,2014
h13wkp9dhu,US,2014
qys3vvcpxa,NDF,2014
bfswmrchea,NDF,2014
epintqn6h9,US,2014
3b55h5ujlq,NDF,2014
q7j8hhqlfm,US,2014
ipe0vhxndv,US,2014
cazqrass38,NDF,2014
oqbkl6ql2u,US,2014
nmwjh0f051,US,2014
raqc5246lj,NDF,2014
s3zlddsw6d,US,2014
e22y5xtzrn,NDF,2014
m17jzpa82n,NDF,2014
0pj95wepy9,NDF,2014
tn4x7g9cay,US,2014
89zwpthdq4,US,2014
41yhlvwjxm,NDF,2014
wwiqv3w8xk,NDF,2014
96iwc0vwzg,NDF,2014
lf0m3q7p2v,US,2014
dganr1dnkm,NDF,2014
wwp98pmbrs,US,2014
69bfvjpvry,NDF,2014
s7muk8j36w,NDF,2014
84nom9czwp,NDF,2014
ek6o166rox,NDF,2014
f5qs8kofox,NDF,2014
yx1q94k3hg,US,2014
fjghlltz4t,NDF,2014
iv65cf3hu4,NDF,2014
k9emoz3js1,US,2014
gsg5z8z6m8,NDF,2014
ofqmu7culq,NDF,2014
cdu5wnaqjf,US,2014
tbaxeshhly,NDF,2014
w2237vcnm7,NDF,2014
it6j7nd54o,US,2014
wsnfcehv1z,US,2014
l1uns654pn,US,2014
siraqvr6ga,NDF,2014
qq204n0gaz,NDF,2014
fqwd8lv1ri,US,2014
tejlnm6f83,NDF,2014
tturhok68n,US,2014
1vg7nifi1s,NDF,2014
q2hl300xbn,NDF,2014
gpcdxqu579,NDF,2014
3lcuk14hue,NDF,2014
lcoehb46wn,US,2014
tgtvyez838,NDF,2014
f9vu7zbntk,US,2014
uk65radk84,NDF,2014
xqq2ejt8x3,NDF,2014
45ecu5bz78,NDF,2014
d89d4m0pdj,NDF,2014
vc0pe9mblz,NDF,2014
8sdj75xggv,NDF,2014
1egrqet1kr,NDF,2014
o4zz3umfgo,NDF,2014
54hx16km26,NDF,2014
gmo85evpy8,NDF,2014
hg4lfuxyu0,NDF,2014
nftlgdomus,NDF,2014
1ygqivjbns,NDF,2014
dnxb3cx52k,NDF,2014
h0oarp2fo6,NDF,2014
oou6lasb8f,NDF,2014
6cnejeveal,NDF,2014
9o9z3wg806,NDF,2014
12ckid3eb0,US,2014
nop2k371ic,US,2014
f7ylz6ls1n,NDF,2014
4rufc7454l,NDF,2014
4imj27p6fs,NDF,2014
k9qeru0qm2,NDF,2014
4cs3r7ddjk,US,2014
baoquxoi1m,NDF,2014
w9reqqtm52,NDF,2014
oxza626gt8,NDF,2014
1u9rvgdoil,NDF,2014
pnsxg1dvwc,US,2014
urfadk1m6w,NDF,2014
e263vmujh1,US,2014
bg0923hjks,US,2014
y4q5x38o8u,NDF,2014
9ggz13b8t6,US,2014
4abitg6r3f,US,2014
cm7svip2m7,US,2014
6se2v5qy6s,US,2014
s781ycpax3,NDF,2014
jl44r564wq,NDF,2014
n6ol4as9g0,NDF,2014
8sgw9du22v,US,2014
xx8qi3uk6j,US,2014
qio5hymru4,US,2014
o0e86z6ufg,NDF,2014
5x16xzuuxe,NDF,2014
zevyeoqn1f,US,2014
o1xslpm0ck,US,2014
6oftot1g87,US,2014
uvgqiech5j,NDF,2014
jx0hquulib,NDF,2014
cmu56g3hyt,NDF,2014
l3tgd9cyka,NDF,2014
qrzy3bnbf7,NDF,2014
stk6ymubrh,NDF,2014
ihvzvev4ub,US,2014
8rhe2prelp,US,2014
kt8xue7tre,NDF,2014
vng1p5gj9g,NDF,2014
zk24e7nkz2,NDF,2014
slrt504ity,US,2014
zbapm2qy14,NDF,2014
gvx06j4hc9,NDF,2014
fig35o83od,US,2014
4x4qnowfko,NDF,2014
f4017ygenm,NDF,2014
3tnareoidb,NDF,2014
3hs4tkz1hl,US,2014
x9sll6i53k,NDF,2014
v4jk2qlgdk,NDF,2014
x592cm13ep,NDF,2014
04sgzsm546,NDF,2014
c3g400vruq,US,2014
9x0l3f8nij,NDF,2014
ckk27300dv,NDF,2014
sec6x996jc,NDF,2014
ybsda9v5kj,US,2014
7yjytlhny8,NDF,2014
m67b80t6j5,US,2014
onp0nbsxlx,NDF,2014
ja64yyt2bg,US,2014
eiqjcdwk2c,NDF,2014
xxexu8a85l,NDF,2014
r9x2oonzg8,NDF,2014
d0sjsqph22,NDF,2014
rdylgbns6h,NDF,2014
694r5b6ill,NDF,2014
a4vqj7b4qu,NDF,2014
wbnbqq2acb,NDF,2014
lqhgro3a82,NDF,2014
xdomibfq3a,US,2014
qn7es6fxh9,US,2014
rxv0vjbkx3,US,2014
ypwf637ntv,NDF,2014
k3b06hqefu,NDF,2014
109tivn9fy,US,2014
l84l5298if,US,2014
65fsz1xbyt,NDF,2014
rppwmzefwu,US,2014
swkqselipg,NDF,2014
xuf6rri7vr,NDF,2014
qburs8ncn9,NDF,2014
9skmtbp0q9,NDF,2014
5vqr9la8by,US,2014
hsopqs19qg,NDF,2014
7pzi2j4g2s,NDF,2014
xctyxchotk,NDF,2014
6rgcg332qq,US,2014
9muk9ghl93,NDF,2014
c19gxwqcrf,US,2014
7cbed3qrrl,NDF,2014
ihca7b2gwe,NDF,2014
1uwab77nfe,US,2014
f8feb9w49z,NDF,2014
rxy1iu0644,NDF,2014
zulwjgxmpn,NDF,2014
njhzs209y5,NDF,2014
l2k0b2fh8c,NDF,2014
i3m1bmurgu,NDF,2014
8mtxy4udlq,NDF,2014
v9xvjfdias,NDF,2014
rdnctv9drv,US,2014
n40m073zgu,NDF,2014
vn8r1chw42,US,2014
4314xer0z5,NDF,2014
hf167q3imy,US,2014
gawhnzfehy,NDF,2014
7nevttv3m7,NDF,2014
o9azfsu698,NDF,2014
6fbk55oa48,NDF,2014
2qhb7dqkjt,US,2014
e4x52ss1gf,US,2014
hc82sbef1d,NDF,2014
b29qjpnefk,NDF,2014
969zeki1ca,NDF,2014
j5n9ueei8w,NDF,2014
2dsmcw1pfi,US,2014
ekegiptmvw,US,2014
komp1byjwd,NDF,2014
yrpu0wess8,NDF,2014
zkj7ie6s4s,NDF,2014
sdbzop8o7p,NDF,2014
589690pdme,NDF,2014
vc5u36esgr,NDF,2014
aq9yqiyjkx,NDF,2014
diq25kp8lz,NDF,2014
zd69wrzlwk,NDF,2014
46yhg74ryj,NDF,2014
tgvki5rvqf,NDF,2014
mf41gdihnp,NDF,2014
dz7v3orst4,NDF,2014
c80vlf5upp,US,2014
4rxtdsukzq,NDF,2014
5mt6vytjix,NDF,2014
7qb4wlr54o,NDF,2014
7ex4hvsoq2,NDF,2014
9otki0wcof,US,2014
yq018t6cer,NDF,2014
8aczh3uta2,NDF,2014
vlfqd0p2wt,NDF,2014
9ofcyy5j5u,NDF,2014
yhckwbfej2,NDF,2014
dhwm3iip2f,NDF,2014
it4v4kv55k,NDF,2014
46v0m6qlj5,US,2014
6yccp9z2oh,US,2014
6fau5ihg57,NDF,2014
i1djh4i501,US,2014
0an5fa0o5y,NDF,2014
7jlz2mow1t,NDF,2014
ebdocyje0x,US,2014
t0m4ggjw1l,NDF,2014
gye2kyj16r,US,2014
e3kkm86gqc,NDF,2014
n4gpxfdkis,NDF,2014
75lprmt6w1,NDF,2014
fm4rwt6xnw,NDF,2014
8ta0502rv3,NDF,2014
omc99lc7a6,NDF,2014
67jqzjv61w,US,2014
1bi7pzdfia,NDF,2014
u1wywufdgu,NDF,2014
rjaajn72e7,NDF,2014
t26mf04qdm,NDF,2014
q6ib6c42x9,NDF,2014
0m9j1jx6mk,NDF,2014
xp3qhgqhjl,NDF,2014
lk6yvyynde,NDF,2014
bps9si3k5i,NDF,2014
rj4rw2svrd,NDF,2014
a7p6dtmlox,NDF,2014
usqi69fpv6,NDF,2014
9rurp6rus1,NDF,2014
4p3sj77l09,NDF,2014
c5265lm4jd,US,2014
0boevjrpi3,NDF,2014
mnodon248k,NDF,2014
dse8nq58zw,NDF,2014
f0c240wqx4,NDF,2014
24bfosduzc,NDF,2014
ht0gdf4ywt,NDF,2014
g4zmju2uq5,NDF,2014
g4e105ygas,NDF,2014
bjlxhynm88,NDF,2014
lu7wr1a2el,NDF,2014
oyolg2iilr,NDF,2014
9i05b0m0h2,US,2014
aicna8ln4b,US,2014
bpn1fb2giz,NDF,2014
5xcgopte3h,NDF,2014
b9i9vjsxfo,NDF,2014
g2ynjpa2ux,NDF,2014
vov5t6fly4,NDF,2014
bw6ilnenye,NDF,2014
8lsyo6m81y,NDF,2014
unkbjejuw0,NDF,2014
83ir5q0ho0,NDF,2014
ec4463qapk,US,2014
1jlihjivoy,NDF,2014
wmkje3u1qd,NDF,2014
xpu5lqferd,US,2014
xi663sm3ui,US,2014
038sonvxoa,NDF,2014
uwm844yuk9,NDF,2014
e9rj5g9b9v,NDF,2014
lqm6qg0khx,NDF,2014
ufrr7gho43,NDF,2014
e7gupjdovc,NDF,2014
3wlvpf8tah,NDF,2014
uzlmw5hdan,NDF,2014
4ibrku3pzc,NDF,2014
wq5ziqw2sv,NDF,2014
oy62ioyaf7,NDF,2014
ygq14khwcz,US,2014
xiwwsi6jje,NDF,2014
9kapcehzyx,US,2014
p4rc1hh7l1,NDF,2014
swul8aeahj,US,2014
k6fk5f1nh1,NDF,2014
qxqrm3zij8,US,2014
g93xcs81d8,NDF,2014
z5dxh4peyb,US,2014
9u57zh0ysw,NDF,2014
n4u09fi194,NDF,2014
5gy3nqrmbx,NDF,2014
iaungsbxc9,NDF,2014
07fqufoai5,NDF,2014
uxx0bysxdz,NDF,2014
qr2afxry15,NDF,2014
90ekw3ff59,NDF,2014
hz8ofhkhsl,NDF,2014
ma82dhr4gh,NDF,2014
zqv6srmvbx,NDF,2014
67eo30jrlz,NDF,2014
cvg875kdmq,NDF,2014
sw9jrzzo1t,NDF,2014
uyr5zrwmro,NDF,2014
1eein3nu55,US,2014
vizrz40mra,NDF,2014
hzi49w7txw,NDF,2014
9iut5vvng5,NDF,2014
zixqefw5u8,NDF,2014
44wmfe7rv4,NDF,2014
pb1xvnqhpx,NDF,2014
3myo41auau,NDF,2014
b8g4ztdj15,NDF,2014
l3a3opvj6l,US,2014
yhq0wnl2n3,US,2014
gcniggtx9r,NDF,2014
ux248wn0vi,NDF,2014
med2s4tole,NDF,2014
1q3zo17wia,NDF,2014
nv68wf12zp,US,2014
1b26033r9i,NDF,2014
irtpmon23y,NDF,2014
tztqt9c55b,US,2014
ckk7zirdjk,NDF,2014
e0r03mn2t9,NDF,2014
vzruas9jae,NDF,2014
94qcy5rjiw,US,2014
5txjyw29h0,NDF,2014
j2qrdr159y,NDF,2014
vcmsckqmr6,NDF,2014
3cpxjq9poe,NDF,2014
5gc2xxlln9,NDF,2014
vhoun4bni5,NDF,2014
tuttgkn6nb,NDF,2014
i5nafz8nv7,NDF,2014
0gvd4p4hr8,NDF,2014
9kmhxqyyiq,NDF,2014
uhoqeef09p,NDF,2014
2s651651dg,NDF,2014
mj3ep6t27s,NDF,2014
nzppfemov1,US,2014
6zgq6tlxdu,NDF,2014
0d0bhzs3al,NDF,2014
x5x9v6wq5b,NDF,2014
bwzd2zl03z,US,2014
vgvzsyaqpp,NDF,2014
kuq8xd7tki,NDF,2014
baz23v81a6,NDF,2014
qhvriuu4hl,NDF,2014
rr178ha0vj,NDF,2014
rhkoq0nxux,NDF,2014
kg324kcuel,NDF,2014
ww10ehh8x4,NDF,2014
lpsgu6vxgk,NDF,2014
z2lttrvfrx,NDF,2014
0tinm8pry0,US,2014
72kcmltcq1,NDF,2014
s7leo7gccr,NDF,2014
l7kticof5g,US,2014
cycirmlaih,US,2014
a2wgcxqgdb,NDF,2014
hg8vxpt351,NDF,2014
fdxo9lq4t7,NDF,2014
2ggbkzif3z,NDF,2014
io74vha8sd,NDF,2014
9gshdi6eli,US,2014
k3vu1spfva,NDF,2014
1nyiwe48u0,US,2014
ab6t9i0zbh,NDF,2014
ap8xj627lx,NDF,2014
q4z43w4kya,NDF,2014
ewk6u75wdb,NDF,2014
uyyjexm914,NDF,2014
dp2bps9xpr,NDF,2014
m0fda4v32u,NDF,2014
2o5xrejz4x,NDF,2014
ue0y25eehc,NDF,2014
r0br0b9q62,US,2014
fasp2h51ka,NDF,2014
zyb8t6nl6g,NDF,2014
hlcvbunyi8,NDF,2014
0ab1qd7sz2,NDF,2014
cd451cwrud,NDF,2014
lo5iw5jkcb,NDF,2014
eoiihrnt9p,NDF,2014
xoghbgmmo9,NDF,2014
0pjx63y0ov,US,2014
jvzczahhlp,NDF,2014
lsxjaec51n,NDF,2014
fo650mni3f,NDF,2014
wqoncnoul2,NDF,2014
xx84u0h43n,NDF,2014
ebmwzwsef3,NDF,2014
8e59xkur2d,NDF,2014
cbdwmp58mb,NDF,2014
xlxpywaq20,NDF,2014
nx9jd9c59z,US,2014
9rwatjll2l,US,2014
5y1ghyi9gv,NDF,2014
4xqrx8p3k0,NDF,2014
c5709sdej1,NDF,2014
i0pyhuj0yj,US,2014
03pqczvm5j,NDF,2014
dmirl2mz18,NDF,2014
p3c0ik6wwz,NDF,2014
2vs5i7rwn6,US,2014
vdqnpp8wfn,US,2014
rjovt0nc7x,US,2014
a7mc0774hs,NDF,2014
230uv7oexw,NDF,2014
v6f4cjf28c,NDF,2014
g7cdpxgsss,NDF,2014
qvrf3774cp,NDF,2014
zmxlayd386,US,2014
zdvrdhgtvz,NDF,2014
vahcmbuyne,NDF,2014
ch59tajgz2,NDF,2014
v51fwlfa0d,US,2014
hv0zga6wl6,US,2014
1x3nzs3zh8,NDF,2014
9qe8asvb7c,NDF,2014
o09ld1r935,US,2014
8nmpml4bhc,NDF,2014
17x2ohtcfj,NDF,2014
viat3xyqe3,NDF,2014
sm15iutvbu,NDF,2014
fka5159sl0,NDF,2014
2bl6v18b5l,NDF,2014
pv12s1wmpy,NDF,2014
2sysybzvcv,NDF,2014
gno1x32hcy,NDF,2014
